molecule_chembl_id,median_ic50_nM,n_measurements,min_ic50_nM,max_ic50_nM,pIC50,canonical_smiles,valid_smiles
CHEMBL5272590,25.0,3,18.0,1682.0,7.6020599913279625,C=CC(=O)Nc1ccc2ncc(NC(=O)Nc3ccccc3)nc2c1,True
CHEMBL5272694,4496.0,1,4496.0,4496.0,5.347173697438995,C=CC(=O)N1CCC(C2CCNc3c(C(N)=O)c(-c4cc(OC)c(C5CCCC5)c(OC)c4)nn32)CC1,True
CHEMBL5272747,19.2,2,13.2,25.2,7.71669877129645,C=CC(=O)N1CCCCCCCCCn2cc(c3ccccc32)-c2ccnc(n2)Nc2cccc1c2,True
CHEMBL5272853,45.0,1,45.0,45.0,7.346787486224656,Cc1cc(NC2=NC(=O)/C(=C/c3c4ccccc4cc4ccccc34)S2)no1,True
CHEMBL5272858,220.95000000000002,2,27.8,414.1,6.655705994101687,C=CC(=O)Nc1cc(Nc2ncc(Br)c(Nc3ccc4ccn(C)c4c3)n2)ccc1N1CCN(C)CC1,True
CHEMBL5273000,36.0,1,36.0,36.0,7.443697499232712,COc1cc2c(Nc3ccc(Oc4cccc(F)c4)cc3)ncnc2cc1OCC1CCN(C)CC1,True
CHEMBL5273124,2800.0,1,2800.0,2800.0,5.552841968657781,CCOc1ccc2nc(NC(=O)CSc3nnc(Cc4c[nH]c5ccccc45)o3)sc2c1,True
CHEMBL5273197,6.8999999999999995,2,0.6,13.2,8.161150909262744,C=CC(=O)N1CCCCCCn2cc(c3ccccc32)-c2ccnc(n2)Nc2cc1c(OCCCF)cc2F,True
CHEMBL5273261,83.5,1,83.5,83.5,7.078313524516398,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC[C@H]2CCCN2C)CC1,True
CHEMBL5273342,352.0,1,352.0,352.0,6.453457336521868,COc1cc2c(Nc3ccc(Oc4cccc(C)c4)cc3)ncnc2cc1OCC1CCN(C)CC1,True
CHEMBL5273438,84.0,1,84.0,84.0,7.075720713938118,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC3CCC3)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,True
CHEMBL5273525,100.0,1,100.0,100.0,7.0,C=CC(=O)N1CCC(C2CCNc3c(C(N)=O)c(-c4cc(OC)c5ccsc5c4)nn32)CC1,True
CHEMBL5273741,31.8,1,31.8,31.8,7.497572880015567,COc1ccc2nc(Cl)c(C3CC(c4ccc(C)cc4)=NN3c3nc(-c4ccc(F)cc4)cs3)cc2c1,True
CHEMBL5273791,75.0,4,19.0,850.0,7.1249387366083,CC(C)n1nc(N2CCOCC2)c2cnc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)cc21,True
CHEMBL5273994,3754.0,1,3754.0,3754.0,5.425505731714672,COc1cc2c(Nc3ccc(Oc4ccc(Br)cc4)cc3)ncnc2cc1OCC1CCN(C)CC1,True
CHEMBL5274133,3417.5,2,35.0,6800.0,5.466291476760141,CN1CCN(c2ccc(Nc3ncc(Br)c(Nc4ccc5c(c4)CCC5)n3)cc2)CC1,True
CHEMBL5274187,61.0,1,61.0,61.0,7.214670164989233,C=CC(=O)N1CCC(C2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)c(O)c4)nn32)CC1,True
CHEMBL5274305,37.07,1,37.07,37.07,7.430977413970436,COc1ccc2nc(Cl)c(/C=C/C(=O)c3ccc(C)cc3)cc2c1,True
CHEMBL5274514,3.45,3,0.55,55.3,8.462180904926726,C=CC(=O)N1CCCCCCCn2cc(c3ccccc32)-c2ccnc(n2)Nc2cccc1c2,True
CHEMBL5274657,80.0,1,80.0,80.0,7.096910013008056,O=C(NC1=NC2C(=O)NN=C(c3ccc(Br)cc3)C2S1)Nc1ccc(Cl)cc1,True
CHEMBL5274670,672.0,1,672.0,672.0,6.172630726946174,COc1cc2c(Nc3ccc(Cc4ccccc4)cc3)ncnc2cc1OCC1CCN(C)CC1,True
CHEMBL5274692,0.153,1,0.153,0.153,9.8153085691824,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cc2O[C@H]2CCOC2)CC1,True
CHEMBL5275348,1092.0,1,1092.0,1092.0,5.961777361631281,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4cc(OC)c(Br)c(OC)c4)nn32)CC1,True
CHEMBL5275471,10100.0,1,10100.0,10100.0,4.995678626217358,CCOC(=O)c1csc(NC(=S)Nc2ccc(Cl)cc2)n1,True
CHEMBL5275486,107.0,1,107.0,107.0,6.97061622231479,COc1cc2c(Nc3ccc(Oc4ccccc4)c(Cl)c3)ncnc2cc1OCC1CCN(C)CC1,True
CHEMBL5275574,7800.0,1,7800.0,7800.0,5.107905397309519,CN1CCN(c2ccc(Nc3ncc(Br)c(Nc4ccc5ncccc5c4)n3)cc2)CC1,True
CHEMBL5275642,1.3,4,0.17,35.0,8.886056647693163,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(C(=O)OC(C)C)c(-c2cn(C)c3ccccc23)n1,True
CHEMBL5275672,64.65,1,64.65,64.65,7.189431470783587,Cc1nnc2n1N=C(c1ccccc1OCCNCCCNCCOc1ccccc1C1=Nn3c(C)nnc3SC1)CS2,True
CHEMBL5275712,32.0,1,32.0,32.0,7.494850021680094,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OCC)c(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N(C)CCN(C)C,True
CHEMBL5275784,3000.0,1,3000.0,3000.0,5.522878745280337,CSc1nn(-c2ccc(Br)cc2)c2nc(C)nc(Nc3ccc(OCCCC[N+](=O)[O-])cc3)c12,True
CHEMBL5275872,500.0,1,500.0,500.0,6.301029995663981,COc1cc(/C=C2\CC(C)C/C(=C\c3cc(OC)c(OC)c(OC)c3Br)C2=NO)c(Br)c(OC)c1OC,True
CHEMBL5275916,45.6,1,45.6,45.6,7.341035157335565,CC(=O)N1CCOc2c1ccc1ncnc(Nc3cccc(Br)c3)c21,True
CHEMBL5275932,7150.0,2,5700.0,8600.0,5.145693958198919,CC(=O)N1CCc2ccc(Nc3nc(Nc4ccc(N5CCN(C)CC5)cc4)ncc3Br)cc21,True
CHEMBL5276173,131.0,1,131.0,131.0,6.882728704344236,CC(=O)Nc1nc(C(=O)NNC(=O)CCN2CCN(C)CC2)cs1,True
CHEMBL5276251,90.0,1,90.0,90.0,7.045757490560675,O=C(/C=C/c1ccc(F)cc1)c1cc(Br)cc2cc(-c3ccccc3)oc12,True
CHEMBL5276304,40.7,1,40.7,40.7,7.39040559077478,CN1CCN(CCC(=O)N2CCOc3c2ccc2ncnc(Nc4cccc(Br)c4)c32)CC1,True
CHEMBL5276357,69.0,4,15.0,1500.0,7.161150909262744,CC(C)n1nc(N2CCC(O)CC2)c2cnc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)cc21,True
CHEMBL5276374,621.0,2,621.0,621.0,6.20690839982342,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4cc(OC)c(C)c(OC)c4)nn32)CC1,True
CHEMBL52765,40.0,7,0.79,6100.0,7.3979400086720375,Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,True
CHEMBL5276760,147.0,1,147.0,147.0,6.8326826652518236,C=CC(=O)Nc1cc(Nc2ncc(C(=O)NC)c(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N(C)CCN(C)C,True
CHEMBL5277101,610.0,1,610.0,610.0,6.214670164989233,CN(CCOC(=O)c1ccc(C(=O)Nc2ncnc3c2c(-c2ccc(Cl)cc2)nn3C(C)(C)C)nc1)Cc1ccc(C(=O)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)cc1,True
CHEMBL5277739,0.81,1,0.81,0.81,9.09151498112135,CN(C)C/C=C/C(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2O[C@H]2CCOC2)CC1,True
CHEMBL5277831,9.0,1,9.0,9.0,8.045757490560675,Cc1ccc(NC(=O)CSc2nc3cc4ccccc4cc3c(=O)n2-c2ccc(S(N)(=O)=O)cc2)cc1,True
CHEMBL5277940,216.0,2,39.0,393.0,6.665546248849069,CN1CCN(c2ccc(Nc3ncc(Br)c(Nc4ccc5[nH]ncc5c4)n3)cc2)CC1,True
CHEMBL5278115,2100.0,1,2100.0,2100.0,5.6777807052660805,COc1ccc2c(c1)CCC(=C\c1cc(OC)c(OC)c(OC)c1Br)/C2=N\O,True
CHEMBL52784,11.0,1,11.0,11.0,7.958607314841775,CN(C)c1ccc2cncnc2c1,True
CHEMBL5278452,70.61,1,70.61,70.61,7.151133788505221,CCC(=O)N1CCOc2c1ccc1ncnc(Nc3ccc(F)c(Cl)c3)c21,True
CHEMBL5278657,5.2,3,0.68,17.0,8.2839966563652,CCOC(=O)c1cnc(Nc2ccc(N3CCN(C)CC3)cc2OC)nc1-c1cn(C)c2ccccc12,True
CHEMBL5279491,42.0,1,42.0,42.0,7.376750709602099,C#Cc1cnc(Nc2cc(NC(=O)C=C)c(N(C)CCN(C)C)cc2OC)nc1-c1cn2c3c(cccc13)CCC2,True
CHEMBL5279539,21.0,1,21.0,21.0,7.6777807052660805,COc1ccc(-c2nnc(-n3c(-c4ccccc4)nc4cc(Cl)ccc4c3=O)o2)cc1,True
CHEMBL5279636,70.0,1,70.0,70.0,7.154901959985743,COc1cc(/C=C2\CN(C)C/C(=C\c3cc(OC)c(OC)c(OC)c3Br)C2=NO)c(Br)c(OC)c1OC,True
CHEMBL5279794,39.0,1,39.0,39.0,7.4089353929735005,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N(C)CCN(C)C,True
CHEMBL5279914,20.0,1,20.0,20.0,7.698970004336019,COc1cc(C(=NC#N)c2csc(-c3ccccc3)n2)cc(OC)c1OC,True
CHEMBL5279933,41.0,1,41.0,41.0,7.3872161432802645,COc1cc2c(Nc3ccc(Oc4ccccc4Cl)cc3)ncnc2cc1OCC1CCN(C)CC1,True
CHEMBL5279992,8400.0,1,8400.0,8400.0,5.075720713938118,COc1cc2c(cc1OC)C(=N/O)/C(=C/c1cc(OC)c(OC)c(OC)c1Br)CC2,True
CHEMBL5280082,0.42,3,0.4,19.0,9.3767507096021,COc1cc(N2CCC(N(C)C)CC2)ccc1Nc1ncc(C(=O)OC(C)C)c(-c2cn(C)c3ccccc23)n1,True
CHEMBL5280092,15.6,1,15.6,15.6,7.806875401645538,CCN(CC)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,True
CHEMBL5280144,98.0,1,98.0,98.0,7.008773924307505,Cc1c(C(=O)NCCc2ccc(F)cc2)[nH]c2cc(F)ccc12,True
CHEMBL5280288,712.0,1,712.0,712.0,6.147520006363143,COc1cc2c(Nc3ccc(Oc4ccccn4)cc3)ncnc2cc1OCC1CCN(C)CC1,True
CHEMBL5280292,337.0,1,337.0,337.0,6.4723700991286615,COc1cc2c(Nc3ccc(Oc4ccc(Cl)cc4)cc3)ncnc2cc1OCC1CCN(C)CC1,True
CHEMBL5280359,10.3,1,10.3,10.3,7.987162775294828,O=C(CCCCCn1cc(-c2ccc3ncnc(Nc4ccc(Br)cc4F)c3c2)nn1)NO,True
CHEMBL5280471,7.0,1,7.0,7.0,8.154901959985743,COc1cc2c(Nc3ccc(Oc4ccccc4)c(Br)c3)ncnc2cc1OCC1CCN(C)CC1,True
CHEMBL5280531,937.7,1,937.7,937.7,6.027936083991978,FC(F)(F)c1cccc(Nc2ncnc3ccc4c(c23)OCCN4)c1,True
CHEMBL5280555,72.0,4,14.0,3900.0,7.142667503568731,CC(C)n1nc(N)c2cnc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)cc21,True
CHEMBL5280575,891.0,1,891.0,891.0,6.050122295963125,COc1cc2c(Nc3ccc(Oc4ccc(F)cc4)cc3)ncnc2cc1OCC1CCN(C)CC1,True
CHEMBL5280584,12.0,1,12.0,12.0,7.920818753952375,Cc1ccccc1NC(=O)CSc1nc2cc3ccccc3cc2c(=O)n1-c1ccc(S(N)(=O)=O)cc1,True
CHEMBL5280589,48.5,4,15.0,580.0,7.314258261397736,CC[C@@H](C)n1nc(N2CC(C(C)(C)O)C2)c2cnc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)cc21,True
CHEMBL5280635,85.0,1,85.0,85.0,7.070581074285707,CCc1c(C(=O)NCCc2ccc(N3CCOCC3)cc2)[nH]c2ccc(C)cc12,True
CHEMBL5280664,1.04,1,1.04,1.04,8.98296666070122,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2O[C@@H]2CCN(C)C2)CC1,True
CHEMBL5280953,10150.0,2,6000.0,14300.0,4.993533957750769,CC(=O)N1CCc2cc(Nc3nc(Nc4ccc(N5CCN(C)CC5)cc4)ncc3Br)ccc21,True
CHEMBL5280967,0.24,1,0.24,0.24,9.619788758288394,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2O[C@@H]2CCOC2)CC1,True
CHEMBL5281118,1900.0,1,1900.0,1900.0,5.721246399047171,COc1cc(/C=C2\CCc3ccc([N+](=O)[O-])cc3\C2=N\O)c(Br)c(OC)c1OC,True
CHEMBL5281140,1.21,1,1.21,1.21,8.91721462968355,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2O[C@@H](C)CC)CC1,True
CHEMBL5281167,0.551,1,0.551,0.551,9.258848401148216,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OCC2CCOC2)CC1,True
CHEMBL5281203,262.0,2,224.0,300.0,6.581698708680255,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,True
CHEMBL5281205,1.67,1,1.67,1.67,8.777283528852417,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2O[C@H]2CCN(C)C2)CC1,True
CHEMBL5281266,23.0,1,23.0,23.0,7.638272163982407,C=CC(=O)Nc1cc(Nc2ncc(C(=O)CC)c(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N(C)CCN(C)C,True
CHEMBL5281270,22.0,1,22.0,22.0,7.657577319177793,CCc1cccc(NC(=O)CSc2nc3cc4ccccc4cc3c(=O)n2-c2ccc(S(N)(=O)=O)cc2)c1,True
CHEMBL5281446,2400.0,3,910.0,3000.0,5.619788758288394,CC(C)c1nn(C(C)C)c2cc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)ncc12,True
CHEMBL5281464,89.0,1,89.0,89.0,7.050609993355087,Cc1c(C(=O)NCCc2ccc(N3CCOCC3)cc2)[nH]c2ccc(Cl)cc12,True
CHEMBL5281486,4180.0,1,4180.0,4180.0,5.3788237182249645,COc1cc(/C=N/NC(=O)COC2=NC(C)=NC3C2C(C)=NN3c2ccccc2)cc(OC)c1OC,True
CHEMBL5281589,2000.0,1,2000.0,2000.0,5.698970004336019,COc1ccc(/C=C2\CCc3ccc([N+](=O)[O-])cc3\C2=N\O)c(Cl)c1OC,True
CHEMBL5281741,0.817,1,0.817,0.817,9.087777943467584,O=C(/C=C/C(F)(F)F)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2O[C@H]2CCOC2)CC1,True
CHEMBL5281748,12.8,1,12.8,12.8,7.892790030352131,CN(C)C/C=C/C(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2O[C@@H]2CCOC2)CC1,True
CHEMBL5281903,1.1400000000000001,4,0.81,208.9,8.943095148663527,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCN4CCOCC4)cc23)c1,True
CHEMBL5281945,679.0,1,679.0,679.0,6.168130225719498,COc1cc2c(Nc3ccc([S+]([O-])c4ccccc4)cc3)ncnc2cc1OCC1CCN(C)CC1,True
CHEMBL5282118,30.0,4,9.0,218.0,7.522878745280337,CC[C@H](C)n1nc(N2CC(C(C)(C)O)C2)c2cnc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)cc21,True
CHEMBL5282227,111.5,2,102.0,121.0,6.952725132615821,CN1CCN(c2ccc(Nc3ncc(C(F)(F)F)c(Nc4ccc5[nH]ccc5c4)n3)cc2)CC1,True
CHEMBL5282499,4900.0,1,4900.0,4900.0,5.309803919971486,COc1ccc(-c2cc(=O)oc3c(O)c(O)ccc23)cc1O,True
CHEMBL5282535,9202.0,1,9202.0,9202.0,5.036117771071223,CC(=O)Nc1nc(C(=O)NNC(=O)CCN2CCCCC2)cs1,True
CHEMBL5282557,157.63,1,157.63,157.63,6.802361124444431,CCCCCCCCCNc1nc2ccccc2c2c(C(=O)c3ccc(F)cc3)c(N)cn12,True
CHEMBL5282641,0.097,5,0.053,492.0,10.013228265733755,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2O[C@H]2CCOC2)CC1,True
CHEMBL5282716,81.0,4,10.0,210.0,7.0915149811213505,CC(C)n1nc(N2CC(C(C)(C)O)C2)c2cnc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)cc21,True
CHEMBL5282956,18.0,1,18.0,18.0,7.7447274948966935,C=CC(=O)Nc1ccccc1C1CCNc2c(C(N)=O)c(-c3cc(OC)c(C)c(OC)c3)nn21,True
CHEMBL5283216,35.0,1,35.0,35.0,7.455931955649724,C=CC(=O)Nc1cc(Nc2ncc(C#N)c(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N(C)CCN(C)C,True
CHEMBL5283507,1.53,1,1.53,1.53,8.8153085691824,O=C(/C=C/C(F)(F)F)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2O[C@@H]2CCOC2)CC1,True
CHEMBL5283543,75.2,1,75.2,75.2,7.123782159408358,Fc1ccc(C2=Nc3ccc(F)cc3CN2/N=C\c2ccccc2)cc1,True
CHEMBL5283553,603.0,1,603.0,603.0,6.219682687859849,C=CC(=O)N1CCC(C2CCNc3c(C(N)=O)c(-c4cc(Cl)c(Br)c(Cl)c4)nn32)CC1,True
CHEMBL5283875,14.35,2,4.3,24.4,7.843148098929989,C=CC(=O)Nc1ccccc1Nc1ncnc2cc(OC)c(OCCN3CCOCC3)cc12,True
CHEMBL5284115,5.8,1,5.8,5.8,8.236572006437063,COc1cc(N2CCC(N3CCN(CCC#Cc4cccc5c4CN(C4CCC(=O)NC4=O)C5=O)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,True
CHEMBL5284179,22.0,1,22.0,22.0,7.657577319177793,COc1cc2c(Nc3ccc(Oc4ccccc4)c(C)c3)ncnc2cc1OCC1CCN(C)CC1,True
CHEMBL5284255,36.0,1,36.0,36.0,7.443697499232712,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cn4c5c(cccc35)OCC4)n2)c(OC)cc1N(C)CCN(C)C,True
CHEMBL5284387,15.0,1,15.0,15.0,7.823908740944319,C=CC(=O)Nc1cc(Nc2ncc(-c3cnn(C(C)C)c3)c(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N(C)CCN(C)C,True
CHEMBL5284397,10.29,1,10.29,10.29,7.987584625237567,COCCOc1cc2ncnc(Nc3cccc(Cl)c3)c2c2c1OC(COC)CO2,True
CHEMBL5284486,20.0,1,20.0,20.0,7.698970004336019,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,True
CHEMBL5284528,867.0,1,867.0,867.0,6.061980902523789,CCCOCCSc1nc(-c2ccccc2Cl)nn1CCOCCC,True
CHEMBL5284701,18.9,1,18.9,18.9,7.723538195826756,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC[C@@H]2CCCN2C)CC1,True
CHEMBL5284780,1.08,3,0.72,23.25,8.96657624451305,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)NC3CC3)n2)c(OC)cc1N(C)CCN(C)C,True
CHEMBL5284848,128.0,1,128.0,128.0,6.892790030352131,COc1cc2c(Nc3ccc(Oc4ccccc4)cc3)ncnc2cc1OCC1CCN(C)CC1,True
CHEMBL5284866,32.0,1,32.0,32.0,7.494850021680094,COc1cc2c(Nc3ccc(Oc4ccccc4C)cc3)ncnc2cc1OCC1CCN(C)CC1,True
CHEMBL5284920,1110.0,1,1110.0,1110.0,5.954677021213342,Cc1ccc2nc(/C=C/c3ccc(N(C)C)cc3)cc(-c3nnc(N)s3)c2c1,True
CHEMBL5284924,0.058499999999999996,4,0.05,8.8,10.232844133917819,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(C(=O)Oc2ccccc2)c(-c2cn(C)c3ccccc23)n1,True
CHEMBL5284972,105.0,3,46.0,557.0,6.978810700930062,CN1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccc5[nH]ccc5c4)n3)cc2)CC1,True
CHEMBL5285052,0.28,3,0.15,6.2,9.55284196865778,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(C(=O)Oc2ccc(F)cc2)c(-c2cn(C)c3ccccc23)n1,True
CHEMBL5285192,3200.0,1,3200.0,3200.0,5.494850021680094,COc1cc(/C=C2\CC(C)c3ccccc3\C2=N\O)c(Br)c(OC)c1OC,True
CHEMBL5285308,34.0,3,5.4,125.0,7.468521082957745,COc1cc(N2CCN(C)CC2)ccc1Nc1nccc(-c2cn(C)c3ccccc23)n1,True
CHEMBL5285503,23.5,4,8.1,96.0,7.628932137728263,CC(C)n1nc(N2CC(CO)C2)c2cnc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)cc21,True
CHEMBL5285586,15570.0,1,15570.0,15570.0,4.80771138743188,Clc1ccc(-c2cn3cccc(COc4nnc5ccc(Cl)nn45)c3n2)c(Cl)c1,True
CHEMBL5286007,1.79,1,1.79,1.79,8.747146969020108,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC2CCOCC2)CC1,True
CHEMBL5286014,65.0,1,65.0,65.0,7.187086643357144,C=CC(=O)N1CCC[C@H](n2nc(C(=O)c3ccc(CC(=O)N(C)C)c(C)c3C)c3c(N)ncnc32)C1,True
CHEMBL5286055,20.1,3,7.03,86.5,7.696803942579511,C=CC(=O)N1CCCCCCCCn2cc(c3ccccc32)-c2ccnc(n2)Nc2cccc1c2,True
CHEMBL5286080,17.65,2,8.4,26.9,7.753255290276159,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccc4c(ccn4C)c3)n2)c(OC)cc1N1CCN(C)CC1,True
CHEMBL5286091,40.0,1,40.0,40.0,7.3979400086720375,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC)c(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N(C)CCN(C)C,True
CHEMBL5286092,125.10000000000001,2,16.4,233.8,6.90274269030658,C=CC(=O)Nc1cc(Nc2ncc(Br)c(Nc3ccc4cc[nH]c4c3)n2)ccc1N1CCN(C)CC1,True
CHEMBL5286368,25.69,1,25.69,25.69,7.590235895733654,CN1CCN(CCC(=O)N2CCOc3c2ccc2ncnc(Nc4ccc(F)c(Cl)c4)c32)CC1,True
CHEMBL5286373,220.0,1,220.0,220.0,6.657577319177793,COc1ccc(CNc2nc3ccccc3c(NCc3ccc(OC)cc3)c2[N+](=O)[O-])cc1,True
CHEMBL5286532,2969.0,1,2969.0,2969.0,5.527389802403955,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3c4n(c5ccccc35)CCOC4)n2)c(OC)cc1N(C)CCN(C)C,True
CHEMBL5286575,21.4,1,21.4,21.4,7.669586226650809,CCCN(c1ccc(F)c(Cl)c1)c1ncnc2cc(OC)c(OCCCN3CCOCC3)cc12,True
CHEMBL5286636,5.52,2,0.54,10.5,8.2580609222708,C=CC(=O)N1CCCCCCCn2cc(c3ccccc32)-c2ccnc(n2)Nc2cc1ccc2F,True
CHEMBL5286675,2230.0,1,2230.0,2230.0,5.651695136951839,CN(C)c1ccc(/C=C/c2cc(C(=O)O)c3cc(Br)ccc3n2)cc1,True
CHEMBL5286702,1999.0,1,1999.0,1999.0,5.699187205881882,C=CC(=O)N1CCC(C2CCNc3c(C(N)=O)c(-c4cc(OC)c(Br)c(OC)c4)nn32)CC1,True
CHEMBL5286730,3900.0,1,3900.0,3900.0,5.4089353929735005,Cc1ccc(NC(=O)CSc2nc3cc4ccccc4cc3c(=O)n2-c2ccc(S(N)(=O)=O)cc2)cc1C,True
CHEMBL5286853,4600.0,1,4600.0,4600.0,5.337242168318426,COc1cc(/C=C2\CCc3c(O)cccc3\C2=N\O)c(Br)c(OC)c1OC,True
CHEMBL5287016,117.0,1,117.0,117.0,6.931814138253838,CCc1c(C(=O)NCCc2ccc(N3CCCCC3)cc2)[nH]c2ccc(C)cc12,True
CHEMBL5287042,134.0,1,134.0,134.0,6.872895201635192,CCc1c(C(=O)NCCc2ccccc2)[nH]c2ccc(C)cc12,True
CHEMBL5287053,4600.0,1,4600.0,4600.0,5.337242168318426,COc1ccc(C(=O)n2nc(-c3ccncc3)nc2N)cc1,True
CHEMBL5287229,0.56,3,0.35,12.0,9.2518119729938,COc1cc(N2CCC(N)CC2)ccc1Nc1ncc(C(=O)OC(C)C)c(-c2cn(C)c3ccccc23)n1,True
CHEMBL5287295,709.5,2,19.0,1400.0,6.149047600206507,CN1CCN(c2ccc(Nc3ncc(Br)c(Nc4ccc5cc[nH]c5c4)n3)cc2)CC1,True
CHEMBL5287438,2.92,3,0.34,39.6,8.534617148551582,C=CC(=O)N1CCCCCCn2cc(c3ccccc32)-c2ccnc(n2)Nc2cccc1c2,True
CHEMBL5287477,10.0,1,10.0,10.0,8.0,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)OCCCC[N+](=O)[O-])CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)CO,True
CHEMBL5287505,120.5,1,120.5,120.5,6.919012953089113,Brc1cccc(Nc2ncnc3ccc4c(c23)OCCN4)c1,True
CHEMBL5287550,44.0,2,35.0,53.0,7.356547323513812,CN1CCN(c2ccc(Nc3ncc(Br)c(Nc4ccc5[nH]ccc5c4)n3)cc2)CC1,True
CHEMBL5287962,4200.0,1,4200.0,4200.0,5.376750709602099,COc1ccc(OC)c2c1CCC(=C\c1cc(OC)c(OC)c(OC)c1Br)/C2=N\O,True
CHEMBL5288191,5827.0,1,5827.0,5827.0,5.2345549819098505,COc1nc2ccccc2cc1-c1nc2c(cnn2-c2ccc(Br)cc2)c(=O)[nH]1,True
CHEMBL52882,3.1,1,3.1,3.1,8.508638306165727,CNC1=CC2N=CN(C)/C(=N\c3cccc(Br)c3)C2C=N1,True
CHEMBL5288249,10.7,1,10.7,10.7,7.97061622231479,C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(C#N)c4)ncnc3cc2O[C@H]2CCOC2)CC1,True
CHEMBL5288264,187.0,2,49.0,325.0,6.7281583934635005,CN1CCN(c2ccc(Nc3ncc(Br)c(Nc4ccc5[nH]c(Cc6cccc(F)c6)cc5c4)n3)cc2)CC1,True
