molecule_chembl_id,median_ic50_nM,n_measurements,min_ic50_nM,max_ic50_nM,pIC50,canonical_smiles,valid_smiles
CHEMBL3676358,20.0,2,20.0,20.0,7.698970004336019,C=CC(=O)Nc1cc2c(Nc3cc(Cl)c(Cl)cc3F)ncnc2cc1OCCNC(=O)COC,True
CHEMBL3676359,40.0,2,40.0,40.0,7.3979400086720375,C=CC(=O)Nc1cc2c(Nc3cc(Cl)c(Cl)cc3F)ncnc2cc1OCCNC(=O)CS(C)(=O)=O,True
CHEMBL3676360,9.0,2,9.0,9.0,8.045757490560675,C=CC(=O)Nc1cc2c(Nc3cc(Cl)c(Cl)cc3F)ncnc2cc1OCCNC(=O)CN(C)C,True
CHEMBL3676361,13.0,2,13.0,13.0,7.886056647693163,C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OCCNC(C)=O,True
CHEMBL3676362,14.0,2,14.0,14.0,7.853871964321762,C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OCCNCC(C)=O,True
CHEMBL3676363,19.0,2,19.0,19.0,7.721246399047171,C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OCCNC(=O)CN(C)C,True
CHEMBL3676364,7.0,2,7.0,7.0,8.154901959985743,C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OCCNC(=O)CCN(CC)CC,True
CHEMBL3676365,41.0,2,41.0,41.0,7.3872161432802645,C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OCCNC(=O)CCO,True
CHEMBL3676366,213.0,2,213.0,213.0,6.671620396561263,C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OCCNC(=O)COC,True
CHEMBL3676367,12.0,2,12.0,12.0,7.920818753952375,C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OCCNC(=O)CCN1CCCCC1,True
CHEMBL3676368,28.0,2,28.0,28.0,7.552841968657781,C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OCCNC(=O)CCCN(C)C,True
CHEMBL3676369,16.0,2,16.0,16.0,7.795880017344075,C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OCCNC(=O)CO,True
CHEMBL3676370,21.0,2,21.0,21.0,7.6777807052660805,C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OCCNC(=O)CCOC,True
CHEMBL3676371,58.0,2,58.0,58.0,7.236572006437063,C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OCCNC(=O)CN(CC)CC,True
CHEMBL3676372,75.0,2,75.0,75.0,7.1249387366083,C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1OCCNC(=O)CN(C)C,True
CHEMBL3676373,222.0,2,222.0,222.0,6.653647025549361,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC(C)(C)NC(=O)CN(C)C,True
CHEMBL3676374,24.0,2,24.0,24.0,7.619788758288394,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC(C)NC(=O)CCN(CC)CC,True
CHEMBL3676375,88.0,2,88.0,88.0,7.055517327849831,C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OCC(C)NC(=O)CN(C)C,True
CHEMBL3676376,17.55,4,12.0,23.1,7.755722879198157,C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OC[C@H](C)NC(=O)CN(C)C,True
CHEMBL3676377,150.0,4,14.0,286.0,6.823908740944319,C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OC[C@@H](C)NC(=O)CN(C)C,True
CHEMBL3676378,23.0,2,23.0,23.0,7.638272163982407,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC(CC)NC(=O)CN(C)C,True
CHEMBL3676379,57.0,2,57.0,57.0,7.2441251443275085,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)C(COC)N(C)C,True
CHEMBL3676380,126.0,2,126.0,126.0,6.899629454882437,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)C(CO)N(C)C,True
CHEMBL3676381,98.0,2,98.0,98.0,7.008773924307505,C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OCCNC(=O)OC,True
CHEMBL3676382,14.0,2,14.0,14.0,7.853871964321762,C=CC(=O)Nc1cc2c(Nc3cc(OC)c(Cl)cc3OC)ncnc2cc1OCCNC(=O)CN(C)C,True
CHEMBL3676383,26.0,2,26.0,26.0,7.585026652029182,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)CN(CC)CC,True
CHEMBL3676384,8.0,2,8.0,8.0,8.096910013008056,C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OCCNC(=O)NCC,True
CHEMBL3676385,26.0,2,26.0,26.0,7.585026652029182,C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OCCNC(=O)NCCC,True
CHEMBL3676386,68.0,2,68.0,68.0,7.167491087293763,C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OCCNC(=S)NCC,True
CHEMBL3676387,20.0,2,20.0,20.0,7.698970004336019,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C(=O)NCC)CC1,True
CHEMBL3676388,87.0,2,87.0,87.0,7.060480747381382,C=CC(=O)Nc1cc2c(Nc3cc(OC)c(Cl)cc3OC)ncnc2cc1OCCNC(C)=O,True
CHEMBL3676389,18.0,2,18.0,18.0,7.7447274948966935,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)C(C)N,True
CHEMBL3676390,589.0,2,589.0,589.0,6.229884705212898,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)CC,True
CHEMBL3676391,246.0,2,246.0,246.0,6.609064892896621,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCOCCOC(=O)CC(=O)OCC,True
CHEMBL3676392,956.0,2,956.0,956.0,6.0195421077239,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCOCCOC(=O)CC(=O)O,True
CHEMBL3676393,172.0,2,172.0,172.0,6.764471553092451,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC(C)NC(=O)CN(C)C,True
CHEMBL3676394,149.0,2,149.0,149.0,6.826813731587726,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC(NC(=O)CN(C)C)C(C)C,True
CHEMBL3678946,1.0,3,0.4,6.0,9.0,CC(C)n1c(Nc2ccccc2)nc2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3)nc21,True
CHEMBL3678947,5.0,3,4.0,7.0,8.301029995663981,CC(C)n1c(Nc2cccc(Br)c2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,True
CHEMBL3678948,3.0,3,3.0,4.0,8.522878745280337,C#Cc1cccc(Nc2nc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc3n2C(C)C)c1,True
CHEMBL3678949,4.0,3,3.0,9.0,8.397940008672037,CC(C)n1c(Nc2ccc(F)c(Cl)c2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,True
CHEMBL3678950,3.0,3,1.0,15.0,8.522878745280337,CC(C)n1c(Nc2ccc(Br)cc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,True
CHEMBL3678951,3.0,3,1.0,12.0,8.522878745280337,CC(C)n1c(Nc2cccc(C(F)(F)F)c2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,True
CHEMBL3678952,4.0,3,1.0,4.0,8.397940008672037,COc1cccc(Nc2nc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc3n2C(C)C)c1,True
CHEMBL3678953,30.0,3,5.0,57.0,7.522878745280337,COc1ccc(Nc2nc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc3n2C(C)C)cc1,True
CHEMBL3678954,4.0,3,4.0,5.0,8.397940008672037,CC(C)n1c(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,True
CHEMBL3678955,5.0,3,5.0,11.0,8.301029995663981,CC(C)n1c(Nc2ccc(NC(=O)Nc3ccc(F)c(Cl)c3)cc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,True
CHEMBL3678956,87.0,3,10.0,117.0,7.060480747381382,CC(C)n1c(Nc2ccc(C(=O)Nc3cccc(F)c3)cc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,True
CHEMBL3678957,34.0,3,5.0,54.0,7.468521082957745,CC(C)n1c(Nc2ccc(C(F)(F)F)cc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,True
CHEMBL3678958,31.0,3,4.0,64.0,7.508638306165727,CC(C)n1c(Nc2cccnc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,True
CHEMBL3678959,15.0,3,5.0,228.0,7.823908740944319,CC(C)n1c(NC2CCCCC2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,True
CHEMBL3678960,2.0,3,0.6,37.0,8.698970004336019,C=CC(=O)Nc1cccc(Nc2ncc3nc(Nc4ccccc4)n(C(C)C)c3n2)c1,True
CHEMBL3680373,6.44,2,6.44,6.44,8.191114132640188,O=C(/C=C/CN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCF,True
CHEMBL3680374,9.87,2,9.87,9.87,8.005682847330363,O=C(/C=C/CN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCC(F)F,True
CHEMBL3680375,11.35,2,11.35,11.35,7.945004138470859,O=C(/C=C/CN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,True
CHEMBL3680376,45.34,2,45.34,45.34,7.343518484209501,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCC(F)C1,True
CHEMBL3680377,18.08,2,18.08,18.08,7.742801573860655,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCC(F)CC1,True
CHEMBL3680378,12.13,2,12.13,12.13,7.916139199133427,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCCC1,True
CHEMBL36819,624.5,2,53.0,1196.0,6.204467557289846,O=C(O)Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,True
CHEMBL368278,5300.0,1,5300.0,5300.0,5.275724130399211,CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@H]3CCC[C@@H](N)C3)nc21,True
CHEMBL368891,10000.0,1,10000.0,10000.0,5.0,Nc1ncnc2nn3ccccc3c12,True
CHEMBL369014,1300.0,1,1300.0,1300.0,5.886056647693163,CCOC(=O)c1ccc(-c2cn(-c3ccccc3)c3ncnc(N)c23)cc1,True
CHEMBL36967,7.199999999999999,2,4.8,9.6,8.142667503568731,Brc1cccc(Nc2ncnc3cc4[nH]cc(CN5CCOCC5)c4cc23)c1,True
CHEMBL3699581,35.25,2,5.5,65.0,7.452840878672582,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCOCC4)cc3OC)ncc2C(F)(F)F)c1,True
CHEMBL3699582,20.0,1,20.0,20.0,7.698970004336019,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCOCC4)cc3OC)ncc2C(F)(F)F)c1,True
CHEMBL3699583,5.5,1,5.5,5.5,8.259637310505756,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)CO)CC4)cc3OC)ncc2Cl)c1,True
CHEMBL3699584,5.5,1,5.5,5.5,8.259637310505756,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)CO)CC4)cc3OC)ncc2C(F)(F)F)c1,True
CHEMBL3699585,20.0,1,20.0,20.0,7.698970004336019,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,True
CHEMBL3699586,20.0,3,5.5,87.6,7.698970004336019,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2Cl)c1,True
CHEMBL3699587,5.5,1,5.5,5.5,8.259637310505756,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2Cl)c1,True
CHEMBL3699588,67.0,7,5.5,1034.0,7.173925197299173,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,True
CHEMBL3699589,20.0,1,20.0,20.0,7.698970004336019,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)CO)CC4)cc3OC)ncc2C(F)(F)F)c1,True
CHEMBL3699590,20.0,1,20.0,20.0,7.698970004336019,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)CO)CC4)cc3OC)ncc2Cl)c1,True
CHEMBL3699591,65.0,1,65.0,65.0,7.187086643357144,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCOCC4)cc3OC(F)F)ncc2C(F)(F)F)c1,True
CHEMBL3699592,20.0,1,20.0,20.0,7.698970004336019,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCOCC4)cc3OC(F)F)ncc2C(F)(F)F)c1,True
CHEMBL3699593,20.0,1,20.0,20.0,7.698970004336019,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(S(C)(=O)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,True
CHEMBL3699594,20.0,1,20.0,20.0,7.698970004336019,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)OC(C)(C)C)CC4)cc3OCC)ncc2Cl)c1,True
CHEMBL3699595,102.75,2,5.5,200.0,6.988218169451893,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCCN(C(=O)C(F)(F)F)CC4)cc3OC)ncc2C(F)(F)F)c1,True
CHEMBL3699596,12.75,2,5.5,20.0,7.894489815230026,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)OC)CC4)cc3OC)ncc2C(F)(F)F)c1,True
CHEMBL3699597,20.0,1,20.0,20.0,7.698970004336019,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)NC)CC4)cc3OC)ncc2C(F)(F)F)c1,True
CHEMBL3699598,65.0,1,65.0,65.0,7.187086643357144,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(S(C)(=O)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,True
CHEMBL3699599,102.75,2,5.5,200.0,6.988218169451893,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)CC(C)(C)C)CC4)cc3OC)ncc2Cl)c1,True
CHEMBL3699600,35.25,2,5.5,65.0,7.452840878672582,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)C(F)(F)F)CC4)cc3OC)ncc2Cl)c1,True
CHEMBL3699601,20.0,1,20.0,20.0,7.698970004336019,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(S(C)(=O)=O)CC4)cc3OC)ncc2Cl)c1,True
CHEMBL3699602,5.5,2,5.5,5.5,8.259637310505756,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(S(N)(=O)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,True
CHEMBL3699603,5.5,1,5.5,5.5,8.259637310505756,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)NC)CC4)cc3OC)ncc2C(F)(F)F)c1,True
CHEMBL3699604,20.0,1,20.0,20.0,7.698970004336019,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)OC)CC4)cc3OC)ncc2C(F)(F)F)c1,True
CHEMBL3699607,5.5,1,5.5,5.5,8.259637310505756,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC(F)(F)F)ncc2C(F)(F)F)c1,True
CHEMBL3699608,65.0,1,65.0,65.0,7.187086643357144,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)C(C)(C)C)CC4)cc3OC)ncc2C(F)(F)F)c1,True
CHEMBL3699609,5.5,1,5.5,5.5,8.259637310505756,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)CC)CC4)cc3OC)ncc2C(F)(F)F)c1,True
CHEMBL3699610,20.0,1,20.0,20.0,7.698970004336019,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCOCC4)cc3OC(F)F)ncc2Cl)c1,True
CHEMBL3699611,35.25,2,5.5,65.0,7.452840878672582,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCCOCC4)cc3OC)ncc2Cl)c1,True
CHEMBL3699612,20.0,1,20.0,20.0,7.698970004336019,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCCOCC4)cc3OC)ncc2C(F)(F)F)c1,True
CHEMBL3699613,20.0,3,5.5,650.0,7.698970004336019,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCCN(C(=O)OC(C)(C)C)CC4)cc3OC)ncc2C(F)(F)F)c1,True
CHEMBL3699614,12.75,2,5.5,20.0,7.894489815230026,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2Br)c1,True
CHEMBL3699615,35.25,2,5.5,65.0,7.452840878672582,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(S(C)(=O)=O)CC4)cc3OC)ncc2Cl)c1,True
CHEMBL3699616,650.0,2,650.0,650.0,6.187086643357144,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)CC(C)(C)C)CC4)cc3OC)ncc2C(F)(F)F)c1,True
CHEMBL3699617,327.75,2,5.5,650.0,6.484457299637878,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCCN(C(=O)OC(C)(C)C)CC4)cc3OC)ncc2Cl)c1,True
CHEMBL3699618,35.25,2,5.5,65.0,7.452840878672582,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)CC(C)(C)C)CC4)cc3OC)ncc2C(F)(F)F)c1,True
CHEMBL3699619,200.0,1,200.0,200.0,6.698970004336019,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)OC(C)(C)C)CC4)cc3OC)ncc2Cl)c1,True
CHEMBL3699620,20.0,1,20.0,20.0,7.698970004336019,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)OC(C)(C)C)CC4)cc3OC(F)(F)F)ncc2Cl)c1,True
CHEMBL3699621,20.0,1,20.0,20.0,7.698970004336019,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)[C@H](C(=O)OC)C4)cc3OC)ncc2C(F)(F)F)c1,True
CHEMBL3699622,5.5,1,5.5,5.5,8.259637310505756,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCS(=O)(=O)CC4)cc3OC)ncc2C(F)(F)F)c1,True
CHEMBL369967,7400.0,1,7400.0,7400.0,5.130768280269024,CCNCc1cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2c1CC,True
CHEMBL370266,5500.0,1,5500.0,5500.0,5.259637310505756,CONC(=O)c1cc(Nc2ncnn3cc(NC(=O)OCC4CCCO4)c(C(C)C)c23)c(F)cc1F,True
CHEMBL3707348,3513.0,1,3513.0,3513.0,5.454321850207974,CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,True
CHEMBL370808,5200.0,1,5200.0,5200.0,5.2839966563652006,COc1ccc(C#CC(C)(C)N)cc1-c1[nH]nc2nc(Nc3ccc(F)cc3F)ncc12,True
CHEMBL370934,60.0,1,60.0,60.0,7.221848749616356,CCOC(=O)c1cn2ncnc(Nc3cccc(Br)c3)c2c1CC,True
CHEMBL371863,200.0,1,200.0,200.0,6.698970004336019,CCOC(=O)c1cn2ncnc(NCc3ccccc3)c2c1CC,True
CHEMBL371888,59.0,1,59.0,59.0,7.229147988357855,COc1cc2ncnc(Nc3ccc(OCc4ccccn4)c(C)c3)c2cc1OC,True
CHEMBL372112,50.0,1,50.0,50.0,7.301029995663981,CCOC(=O)c1cn2ncnc(Nc3ccc4[nH]ncc4c3)c2c1CC,True
CHEMBL372246,3125.0,2,250.0,6000.0,5.505149978319906,C=CC(=O)Nc1cc2c(Nc3cc(Cl)c(Cl)cc3F)ncnc2cc1N1CCN(C)CC1,True
CHEMBL372293,200.0,1,200.0,200.0,6.698970004336019,CCc1c(C(=O)N(C)C)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,True
CHEMBL372523,210.0,1,210.0,210.0,6.6777807052660805,CCc1c(NC(=O)OCc2ccccc2)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,True
CHEMBL372692,1600.0,1,1600.0,1600.0,5.795880017344075,CCc1c(CC(=O)O)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,True
CHEMBL373025,490.0,1,490.0,490.0,6.309803919971486,CCc1c(CO)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,True
CHEMBL373207,3.1,1,3.1,3.1,8.508638306165727,CCN(CC)CC#CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,True
CHEMBL37346,5500.0,1,5500.0,5500.0,5.259637310505756,Brc1cccc(Nc2ccnc3ccccc23)c1,True
CHEMBL3734786,1040.0,1,1040.0,1040.0,5.982966660701219,Cc1nc2cnc(Nc3ccnc(N4CC[C@H](O)C(F)(F)C4)n3)cc2n1C(C)C,True
CHEMBL3734877,2360.0,1,2360.0,2360.0,5.627087997029893,COC1CCN(c2nccc(Nc3cc4c(cn3)nc(CO)n4C(C)C)n2)CC1,True
CHEMBL3734933,290.0,1,290.0,290.0,6.537602002101044,CO[C@H]1CCN(c2nccc(Nc3cc4c(cn3)nc(CO)n4C(C)C)n2)C[C@H]1F,True
CHEMBL3734934,2530.0,1,2530.0,2530.0,5.596879478824182,CC(C)n1c(CO)nc2cnc(Nc3ccnc(N4CC[C@H](O)[C@H](F)C4)n3)cc21,True
CHEMBL3734988,81.0,1,81.0,81.0,7.0915149811213505,C[C@@H](O)c1nc2cnc(Nc3ccnc(N4CC[C@H](O)[C@H](F)C4)n3)cc2n1[C@H](C)C(F)(F)F,True
CHEMBL3735474,1000.0,1,1000.0,1000.0,6.0,CO[C@H]1CCN(c2nccc(Nc3cc4c(cn3)nc(CO)n4C(C)C)n2)CC1(F)F,True
CHEMBL3735648,350.0,1,350.0,350.0,6.455931955649724,CC1(C)c2cc(C3CCN(CC4CCOCC4)CC3)ccc2C(=O)c2c1[nH]c1cc(C#N)ccc21,True
CHEMBL3735952,880.0,1,880.0,880.0,6.055517327849831,COC1CCN(c2nccc(Nc3cc4[nH]cnc4cn3)n2)CC1,True
CHEMBL3735958,1000.0,1,1000.0,1000.0,6.0,Cc1nc2cnc(Nc3ccnc(N4CC[C@H](O)[C@H](F)C4)n3)cc2n1C(C)C,True
CHEMBL3736121,10513.5,2,27.0,21000.0,4.978252680960774,CO[C@H]1CCN(c2nccc(Nc3cc4c(cn3)nc([C@@H](C)O)n4[C@H](C)C(F)(F)F)n2)C[C@H]1F,True
CHEMBL3736183,250.0,1,250.0,250.0,6.6020599913279625,CO[C@H]1CCN(c2nccc(Nc3cc4c(cn3)nc(C)n4C(C)C)n2)C[C@H]1F,True
CHEMBL3736508,882.0,1,882.0,882.0,6.05453141486818,COC1CCN(c2nccc(Nc3cc4c(cn3)nc(C)n4C(C)C)n2)CC1,True
CHEMBL37373,93.0,2,41.0,145.0,7.031517051446065,CN(C)CCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,True
CHEMBL373882,25000.0,1,25000.0,25000.0,4.6020599913279625,CNc1ncnc(-c2cccnc2Oc2ccc(F)c(C(=O)Nc3cc(C(F)(F)F)ccc3N(C)CCCN(C)C)c2)n1,True
CHEMBL3739527,27.0,1,27.0,27.0,7.568636235841012,C#Cc1cccc(Nc2ncnc3cc(OCCOC(=O)CC4=C(C)/C(=C/c5ccc([S+](C)[O-])cc5)c5ccc(F)cc54)c(OCCOC(=O)CC4=C(C)/C(=C/c5ccc([S+](C)[O-])cc5)c5ccc(F)cc54)cc23)c1,True
CHEMBL3739586,3450.0,1,3450.0,3450.0,5.462180904926726,Cc1ccc(-n2cc3c(-c4c[nH]c(-c5ccccc5)c4-c4ccccc4)nnc(O)c3n2)cc1,True
CHEMBL3739587,4480.0,1,4480.0,4480.0,5.3487219860018556,CC(=O)c1nn(-c2ccc(Cl)cc2)cc1C(=O)c1c(C)[nH]c(-c2ccccc2)c1-c1ccccc1,True
CHEMBL3739750,4670.0,1,4670.0,4670.0,5.330683119433887,CC(=O)c1nn(-c2ccccc2)cc1C(=O)c1c(C)[nH]c(-c2ccccc2)c1-c1ccccc1,True
CHEMBL3739771,33.0,1,33.0,33.0,7.481486060122112,C#Cc1cccc(Nc2ncnc3cc(OCCOC(=O)Cc4c(C)n(C(=O)c5ccc(Cl)cc5)c5ccc(OC)cc45)c(OCCOC(=O)Cc4c(C)n(C(=O)c5ccc(Cl)cc5)c5ccc(OC)cc45)cc23)c1,True
CHEMBL3739812,1910.0,3,1510.0,4740.0,5.718966632752272,C=CC(=O)Nc1cccc(Nc2nc(N/N=C/c3ccccc3F)ncc2Cl)c1,True
CHEMBL3740003,2890.0,1,2890.0,2890.0,5.539102157243452,Cc1[nH]c(-c2ccccc2)c(-c2ccccc2)c1-c1ccc(NC(=O)c2ccccc2)c(=O)o1,True
CHEMBL3740102,8835.0,2,2350.0,15320.0,5.053793446157217,C/C(=N\Nc1ncc(Cl)c(Nc2cccc(NC(=O)/C=C/CN(C)C)c2)n1)c1ccc(F)cc1,True
CHEMBL3740105,880.0,1,880.0,880.0,6.055517327849831,C#Cc1cccc(Nc2ncnc3cc(OCCOC(=O)c4ccc(C(=O)Nc5ccc6c(c5)C(C)(C)CCC6(C)C)cc4)c(OCCOC(=O)c4ccc(C(=O)Nc5ccc6c(c5)C(C)(C)CCC6(C)C)cc4)cc23)c1,True
CHEMBL3740131,3220.0,1,3220.0,3220.0,5.492144128304169,CCOC(=O)c1nn(-c2ccccc2)cc1C(=O)c1c(C)[nH]c(-c2ccccc2)c1-c1ccccc1,True
