molecule_chembl_id,canonical_smiles,pIC50,MolWt,LogP,TPSA,HBD,HBA,RotatableBonds,RingCount,HeavyAtomCount
CHEMBL10,C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,4.275724130399211,377.444,4.6822000000000035,64.63,1,3,4,4,27
CHEMBL1009,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,5.5406075122407685,197.18999999999997,0.052200000000000135,103.78000000000002,4,4,3,1,14
CHEMBL101253,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,6.339419087572701,346.8210000000001,5.012600000000003,50.7,1,4,4,4,25
CHEMBL1016,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,5.484536811626732,440.4630000000001,4.028600000000002,118.81,2,6,7,5,33
CHEMBL101683,O=C(Nc1ccc(Cl)cc1)c1ccccc1NCc1ccncc1,5.136677139879544,337.8100000000001,4.599400000000003,54.02,2,3,5,3,24
CHEMBL102726,c1ccc(CNc2ncnc3ccccc23)cc1,6.494850021680094,235.29000000000002,3.241900000000001,37.81,1,3,3,3,18
CHEMBL103552,O=C(O)c1cc(N(Cc2ccccc2O)Cc2cc(O)ccc2O)ccc1O,5.3872161432802645,381.38400000000007,3.414000000000002,121.46000000000001,5,6,6,3,28
CHEMBL103667,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,5.42021640338319,527.6690000000006,5.986420000000005,80.65,2,5,7,5,39
CHEMBL103860,O=C(O)c1cc(CCc2cc(O)ccc2O)ccc1O,5.481486060122112,274.27200000000005,2.286800000000001,97.99000000000001,4,4,4,2,20
CHEMBL104,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,4.158509134666999,344.845,5.376700000000004,17.82,0,1,4,4,25
CHEMBL104153,COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,6.657577319177793,427.2910000000001,5.054500000000003,69.03999999999999,1,5,4,4,29
CHEMBL104244,CN1CCN(CCCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1,6.6777807052660805,475.42400000000026,3.7418000000000013,66.28999999999999,1,6,7,4,32
CHEMBL104466,COc1cc2ncc(N[C@H]3CC[C@H](O)CC3)nc2cc1OC,5.431798275933005,303.362,2.3624,76.5,2,6,4,3,22
CHEMBL104779,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccncc3)nc21,6.040958607678906,398.2530000000001,4.440900000000003,72.7,1,5,3,4,27
CHEMBL105053,C[C@@H](Nc1[nH]cnc2nc(-c3ccccc3)cc1-2)c1ccccc1,8.481486060122112,314.39200000000005,4.749600000000004,53.6,2,3,4,4,24
CHEMBL105436,COc1cccc(-c2cn(-c3ccc(CCN(C)CCO)cc3)c3ncnc(N)c23)c1,5.288192770958808,417.5130000000001,3.1449000000000007,89.42999999999999,2,6,8,4,31
CHEMBL106232,CN1CCN(CCCCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1,5.346787486224656,489.4510000000003,4.131900000000003,66.28999999999999,1,6,8,4,33
CHEMBL107472,CNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,5.1249387366083,335.1940000000001,3.344000000000001,59.81,1,4,2,3,22
CHEMBL1077068,CC1=C(C(=O)Nc2cccc([N+](=O)[O-])c2)C(c2ccc(O)cc2O)NC(Nc2ccc(S(=O)(=O)Nc3ncccn3)cc2)=N1,4.054039296422431,616.6160000000001,3.621900000000001,221.07,6,12,8,5,44
CHEMBL1077069,CC1=C(C(=O)Nc2cccc([N+](=O)[O-])c2)C(c2ccc(O)cc2O)NC(Nc2ccc(S(=O)(=O)Nc3nc(C)cc(C)n3)cc2)=N1,4.09799710864927,644.67,4.238740000000003,221.07,6,12,8,5,46
CHEMBL1077085,CC1=C(C(=O)Nc2cccc([N+](=O)[O-])c2)C(c2ccc(O)cc2O)NC(NN2C(=O)/C(=C\c3cccs3)SC2=S)=N1,4.09366495819491,608.6830000000001,4.386500000000002,169.43,5,12,6,5,41
CHEMBL1077095,CC1=C(C(=O)Nc2cccc([N+](=O)[O-])c2)C(c2ccc(O)cc2O)NC(NN)=N1,4.319664486585436,398.3790000000001,1.3822999999999994,175.14,6,9,4,3,29
CHEMBL1077107,CC1=C(C(=O)Nc2cccc([N+](=O)[O-])c2)C(c2ccc(O)cc2O)NC(NN2C(=O)/C(=C\c3ccco3)SC2=S)=N1,4.0030507515046185,592.6150000000001,3.918000000000001,182.57,5,12,6,5,41
CHEMBL1079742,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,7.371611069949688,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30
CHEMBL1080271,CCN(CC)CCNC(=O)c1cc2cnnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2[nH]1,4.1122702027119695,511.00100000000026,5.144600000000004,95.17000000000002,3,6,11,4,36
CHEMBL1080272,O=C(NCCN1CCCC1)c1cc2cnnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2[nH]1,4.8198741248359465,508.9850000000003,4.898600000000004,95.17000000000002,3,6,9,5,36
CHEMBL1080506,Cc1c(C(=O)NCCN2CCOCC2)[nH]c2cnnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c12,5.054285285940139,539.0110000000002,4.443420000000002,104.4,3,7,9,5,38
CHEMBL1080812,Cc1c(C(=O)NCCN2CCOCC2)[nH]c2cnnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12,6.061980902523789,522.0090000000001,3.699320000000001,117.29,3,8,9,5,37
CHEMBL1080815,Clc1cccc(Nc2ncnc3ccc(Cl)cc23)c1,5.568636235841012,290.153,4.680200000000001,37.81,1,3,2,3,19
CHEMBL1080990,CCOC(=O)c1[nH]c(C)c2cnnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c12,5.917214629683549,454.8890000000002,5.558120000000003,89.13000000000001,2,6,7,4,32
CHEMBL1081198,O=C(Nc1cccc(-c2cn3ccnc3c(NCc3ccncc3)n2)c1)Nc1cccc(C(F)(F)F)c1,4.301029995663981,503.48800000000006,6.066200000000002,96.24000000000001,3,5,6,5,37
CHEMBL1081312,Nc1ncnc2c1c(-c1cnc3[nH]ccc3c1)nn2C1CCCC1,6.585026652029182,319.3720000000002,3.0669000000000013,98.29999999999998,2,5,2,5,24
CHEMBL1081849,Cc1c(C(=O)NCCCN2CCN(C)CC2)[nH]c2cnnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c12,6.008773924307505,566.0810000000001,4.748720000000004,98.41000000000001,3,7,10,5,40
CHEMBL1082012,Cc1c(C(=O)NCCN2CCN(C)CC2)[nH]c2cnnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c12,6.590066876668706,552.0540000000002,4.358620000000003,98.41000000000001,3,7,9,5,39
CHEMBL1084117,CC1=C(C(=O)Nc2ccc(C)cc2)C(c2ccc(O)cc2O)NC(Nc2ccc([N+](=O)[O-])cc2Cl)=N1,4.215382707367125,507.93400000000014,4.992920000000004,149.12,5,8,5,4,36
CHEMBL1087054,CC1=C(C(=O)Nc2ccc(C)cc2)C(c2ccc(O)cc2O)NC(SCc2ccccc2)=N1,4.029188389127482,459.57100000000014,5.252620000000006,93.95,4,6,5,4,33
CHEMBL1087055,CC1=C(C(=O)Nc2cccc([N+](=O)[O-])c2)C(c2ccc(O)cc2O)NC(SCc2ccccc2)=N1,4.254925208417943,490.54100000000017,4.852400000000003,137.09,4,8,6,4,35
CHEMBL1087368,CCN(CC)CCNC(=O)c1[nH]c2cnnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1C,5.913640169325252,525.0280000000002,5.453020000000005,95.17,3,6,11,4,37
CHEMBL1088240,COc1cc(Nc2c(C#N)cnc3cc(/C=C/CCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,5.481486060122112,526.4680000000004,5.824780000000006,73.65,1,7,8,4,36
CHEMBL1088348,CC1=C(C(=O)Nc2ccc(C)cc2)C(c2ccc(O)cc2O)NC(NCc2ccccc2)=N1,4.628932137728264,442.5190000000001,4.109020000000003,105.98,5,6,5,4,33
CHEMBL1088901,CN(C)CCCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.721246399047171,428.3340000000001,4.4162000000000035,70.15,2,5,7,3,27
CHEMBL1088931,O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCOCC4)c3)n2)c1)c1c(F)cccc1F,8.207608310501746,609.6620000000004,6.630500000000005,96.68,2,8,7,7,44
CHEMBL1089203,C#Cc1cccc(Nc2ccnc3cc(OCCOC)c(OCCOC)cc23)c1,6.732828271596986,392.4550000000002,4.010100000000003,61.84000000000002,1,6,10,3,29
CHEMBL1089524,CN(C)CCCC(=O)Nc1ccc2nccc(Nc3cccc(Br)c3)c2c1,8.769551078621726,427.3460000000001,5.021200000000004,57.260000000000005,2,4,7,3,27
CHEMBL1090350,O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1)c1ccccc1,8.102372908709558,573.6820000000004,6.352300000000005,96.68,2,8,7,7,42
CHEMBL1090351,O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1)c1c(F)cccc1F,8.721246399047171,609.6620000000004,6.630500000000004,96.68,2,8,7,7,44
CHEMBL1090352,O=C(CC1CCCCC1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1,6.060480747381382,593.7570000000001,7.008900000000008,96.68,2,8,8,7,43
CHEMBL1090353,O=C(CC1CCCC1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1,6.180456064458131,579.7300000000002,6.618800000000007,96.68,2,8,8,7,42
CHEMBL1090354,O=C(Nc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1,7.0,588.6970000000001,6.744000000000005,108.71000000000001,3,8,7,7,43
CHEMBL1090355,O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1)Oc1ccccc1,6.721246399047171,589.6810000000003,6.710900000000006,105.91000000000001,2,9,7,7,43
CHEMBL1090356,O=C(Cc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1,7.200659450546418,587.7090000000001,6.281200000000006,96.68,2,8,8,7,43
CHEMBL1090357,CN(C)CCc1ccc(Nc2nccc(-c3c(-c4cccc(NC(=O)c5c(F)cccc5F)c4)nc4sccn34)n2)cc1,6.9570702666568405,595.6790000000001,6.898000000000005,87.45,2,7,9,6,43
CHEMBL1090358,CCN1CCN(c2ccc(Nc3nccc(-c4c(-c5cccc(NC(=O)c6c(F)cccc6F)c5)nc5sccn45)n3)cc2)CC1,7.593800576336687,636.732,6.935800000000006,90.69,2,8,8,7,46
CHEMBL1090359,O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc4c(c3)CCNC4)n2)c1)c1c(F)cccc1F,8.638272163982407,579.6360000000003,6.439600000000004,96.24000000000001,3,7,6,7,42
CHEMBL1090360,O=C(Cc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCOCC4)c3)n2)c1,6.47755576649368,587.7090000000001,6.281200000000006,96.68,2,8,8,7,43
CHEMBL1090361,CN1CCc2cc(Nc3nccc(-c4c(-c5cccc(NC(=O)Cc6ccccc6)c5)nc5sccn45)n3)ccc2C1,7.244125144327507,571.71,6.432500000000005,87.45,2,7,7,7,42
CHEMBL1090362,CCN1CCN(c2ccc(Nc3nccc(-c4c(-c5cccc(NC(=O)Cc6ccccc6)c5)nc5sccn45)n3)cc2)CC1,6.73754891026957,614.779,6.586500000000006,90.69,2,8,9,7,45
CHEMBL1090363,CN(C)CCc1cccc(Nc2nccc(-c3c(-c4cccc(NC(=O)Cc5ccccc5)c4)nc4sccn34)n2)c1,7.619788758288394,573.7260000000001,6.548700000000005,87.45,2,7,10,6,42
CHEMBL1090364,O=C(Cc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc4c(c3)CCNC4)n2)c1,6.298259367562787,557.6830000000001,6.090300000000005,96.24000000000001,3,7,7,7,41
CHEMBL1090840,C=CC(=O)Nc1ccc2nccc(Nc3cccc(Br)c3)c2c1,8.494850021680094,368.23400000000004,4.865400000000002,54.02,2,3,4,3,23
CHEMBL1091613,O=C(Nc1cccc(-c2nc3sccn3c2-c2ccncc2)c1)c1ccccc1Cl,6.619788758288394,430.9200000000001,6.030500000000004,59.290000000000006,1,4,4,5,30
CHEMBL109212,CCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1OCC,6.379999357699932,412.28700000000015,5.409980000000004,67.17,1,5,6,3,26
CHEMBL1092250,C#Cc1cccc(Nc2ccnc3cc(OC)c(OC)cc23)c1,7.515700160653214,304.34900000000005,3.9769000000000023,43.38000000000001,1,4,4,3,23
CHEMBL1092382,CCC(=O)Nc1ccc2nccc(Nc3cccc(Br)c3)c2c1,7.795880017344075,370.25000000000006,5.089400000000003,54.02,2,3,4,3,23
CHEMBL109259,COc1cc2c(C#N)cnc(Nc3cccc(Cl)c3)c2cc1OC,4.050000018582057,339.7820000000001,4.520680000000002,67.17,1,5,4,3,24
CHEMBL109296,CCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,5.346787486224656,349.22100000000006,3.7341000000000015,59.81,1,4,3,3,23
CHEMBL1093099,Nc1nc(N)c2c(n1)[nH]c1cccc(Sc3ccccc3)c12,4.821886747685368,307.38200000000006,3.426700000000001,93.60999999999999,3,5,2,4,22
CHEMBL1093100,Cc1ccc(Sc2cccc3[nH]c4nc(N)nc(N)c4c23)cc1,4.982549270489464,321.4090000000001,3.73512,93.61,3,5,2,4,23
CHEMBL1093234,O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccccc3)n2)c1)c1ccccc1,7.259637310505756,488.5760000000001,6.515700000000005,84.21000000000001,2,6,6,6,36
CHEMBL1093235,O=[N+]([O-])c1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccccc3)n2)c1,6.638272163982407,414.45000000000005,5.171600000000003,98.25,1,7,5,5,30
CHEMBL109332,COc1cc2ncc(C=O)c(Nc3cccc(Br)c3)c2cc1OC,5.470000200122707,387.2330000000001,4.570600000000003,60.45,1,5,5,3,24
CHEMBL109355,COc1cc2ncc(C#N)c(Nc3ccc(C)c(Cl)c3)c2cc1OC,5.829999526735649,353.80900000000014,4.829100000000003,67.17,1,5,4,3,25
CHEMBL109372,COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1OC,5.544619840164224,357.7720000000001,4.659780000000002,67.17,1,5,4,3,25
CHEMBL1093815,O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccccc3)n2)c1)c1ccccc1Cl,7.080921907623926,523.0210000000001,7.169100000000005,84.21000000000001,2,6,6,6,37
CHEMBL1094194,CSc1ccc(CCCCCn2cc(CCN)c3cc(OCCc4ccc(O)cc4)ccc32)cc1.Cl,5.71669877129645,525.1580000000002,7.026300000000007,60.41,2,4,13,4,36
CHEMBL1094195,Cl.NCCc1cn(Cc2ccc(-c3cccc(C(F)(F)F)c3)cc2)c2ccc(OCCc3ccc(O)cc3)cc12,5.954677021213342,567.0510000000003,7.625500000000008,60.41,2,3,9,5,40
CHEMBL1094196,COc1ccc(-c2ccc(Cn3cc(CCN)c4cc(OCCc5ccc(O)cc5)ccc43)cc2)cc1.Cl,5.903089986991944,529.0800000000003,6.615300000000007,69.64,2,4,10,5,38
CHEMBL109428,COc1cc2ncc(C#N)c(Nc3cccc(Cl)c3)c2cc1OC,6.740000204918113,339.7820000000001,4.520680000000002,67.17,1,5,4,3,24
CHEMBL1094475,C#Cc1cccc(Nc2nc(N)nc3[nH]c(Cc4ccc(Cl)cc4Cl)cc23)c1,4.2580609222708015,408.2920000000001,5.162600000000002,79.62,3,4,4,4,28
CHEMBL1094492,COc1ccc(CCCCCn2c3c(c4cc(OCCc5ccc(O)cc5)ccc42)CC(N)CC3)cc1.Cl,5.863279432843593,535.1280000000004,6.627800000000009,69.64,2,4,11,5,38
CHEMBL109476,COc1cc2ncc(C#N)c(Nc3ccc(C)cc3)c2cc1OC,5.5599997955387845,319.3640000000001,4.175700000000003,67.17,1,5,4,3,24
CHEMBL1094784,FC(F)(F)c1cccc(Nc2ncnc3[nH]c(Cc4ccc(Cl)cc4Cl)cc23)c1,4.480172006224281,437.2520000000001,6.617900000000002,53.6,2,3,4,4,29
CHEMBL1094808,Nc1nc(Nc2ccc(C(F)(F)F)c(F)c2)c2cc(Cc3ccc(Cl)cc3Cl)[nH]c2n1,4.037630664329979,470.2570000000002,6.339200000000002,79.61999999999999,3,4,4,4,31
CHEMBL1094825,Cl.NC1CCc2c(c3cc(OCCc4ccc(O)cc4)ccc3n2CCCCCc2ccc(C(F)(F)F)cc2)C1,5.560667306169737,573.0990000000003,7.638000000000007,60.410000000000004,2,3,10,5,40
CHEMBL1094835,COc1ccc(CCOc2ccc3c(c2)c(CCN)cn3CCCCCc2ccc(SC)cc2)cc1.Cl,5.610833915635467,539.1850000000004,7.329300000000008,49.410000000000004,1,4,14,4,37
CHEMBL109503,COc1cc2ncc(C#N)c(Nc3cccc(C(F)(F)F)c3)c2cc1OC,5.839999931118699,373.3340000000001,4.886080000000002,67.17,1,5,4,3,27
CHEMBL1095130,Nc1nc(Nc2ccc(Cl)cc2F)c2cc(Cc3ccc(Cl)cc3Cl)[nH]c2n1,5.6020599913279625,436.70500000000004,5.9738000000000016,79.61999999999999,3,4,4,4,28
CHEMBL109515,COCCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1OCCOC,5.95999928552668,472.3390000000002,4.662980000000004,85.63000000000001,1,7,10,3,30
CHEMBL1095154,Cl.NCCc1cn(Cc2ccc(-c3ccccc3)cc2)c2ccc(OCCc3ccc(O)cc3)cc12,5.886056647693163,499.0540000000003,6.606700000000006,60.41,2,3,9,5,36
CHEMBL1095259,N=C1N=C(NCCS(=O)(=O)O)/C(=C/C(O)CNC(=O)c2cc(Br)c(Br)[nH]2)N1,4.350275814070478,528.1830000000001,-0.07182999999999906,179.76,7,6,7,2,27
CHEMBL1095445,Nc1nc(Nc2cccc(C(F)(F)F)c2)c2cc(Cc3ccc(Cl)cc3Cl)[nH]c2n1,4.565431095965801,452.26700000000005,6.200100000000002,79.61999999999999,3,4,4,4,30
CHEMBL1095463,CC(C)c1ccc(Nc2nc(N)nc3[nH]c(Cc4ccc(Cl)cc4Cl)cc23)cc1,4.341035157335565,426.35100000000006,6.304700000000003,79.62,3,4,5,4,29
CHEMBL1095464,Cc1ccccc1Cc1cc2c(Nc3cccc(Br)c3)nc(N)nc2[nH]1,5.040958607678906,408.3030000000001,4.945420000000003,79.62,3,4,4,4,26
CHEMBL1095465,COc1ccc(OC)c(Cc2cc3c(Nc4cccc(Br)c4)nc(N)nc3[nH]2)c1,5.192464971931146,454.3280000000001,4.654200000000002,98.08000000000001,3,6,6,4,29
CHEMBL109575,COc1cc2ncc(C#N)c(Nc3ccccc3Br)c2cc1OC,5.380000399499541,384.2330000000001,4.629780000000002,67.17,1,5,4,3,24
CHEMBL1095761,Nc1nc(Nc2cccc(Br)c2)c2cc(Cc3ccc(Cl)cc3Cl)[nH]c2n1,6.667561540084394,463.16600000000017,5.943800000000001,79.61999999999999,3,4,4,4,27
CHEMBL1095776,CC(C)c1ccccc1Nc1nc(N)nc2[nH]c(Cc3ccc(Cl)cc3Cl)cc12,4.015922966097169,426.35100000000006,6.304700000000003,79.62,3,4,5,4,29
CHEMBL1095957,Cl.NCCc1c[nH]c2ccc(OCCc3ccc(O)cc3)cc12,5.684029654543082,332.831,3.418000000000002,71.27000000000001,3,3,6,3,23
CHEMBL109625,COc1cc2ncc(C#N)c(Nc3cccc(C(C)C)c3)c2cc1OC,4.210000001311122,347.4180000000001,4.990680000000004,67.17,1,5,5,3,26
CHEMBL109631,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(C(=O)O)c3)nc21,6.721246399047171,441.27400000000017,4.744100000000002,97.11,2,5,4,4,30
CHEMBL1097189,Cl.NC1CCc2c(c3cc(OCCc4ccc(O)cc4)ccc3n2CCCc2ccccc2)C1,5.6020599913279625,477.04800000000023,5.839000000000005,60.410000000000004,2,3,8,5,34
CHEMBL1097190,Cl.NC1CCc2[nH]c3ccc(OCCc4ccc(O)cc4)cc3c2C1,4.820448208834812,358.8690000000001,3.732800000000002,71.27000000000001,3,3,4,4,25
CHEMBL1097368,c1ccc(CCc2cc3c(Nc4ccc5[nH]ccc5c4)ncnc3[nH]2)cc1,4.251037138743839,353.42900000000003,4.9680000000000035,69.39,3,3,5,5,27
CHEMBL1098119,Cl.NCCc1cn(CCCCCc2ccccc2)c2ccc(OCCc3ccc(O)cc3)cc12,5.787812395596042,479.06400000000025,6.304400000000006,60.41,2,3,12,4,34
CHEMBL1098120,Cl.NC1CCc2c(c3cc(OCCc4ccc(O)cc4)ccc3n2CCCCCc2ccccc2)C1,5.997833938243492,505.1020000000003,6.619200000000007,60.410000000000004,2,3,10,5,36
CHEMBL1098121,COc1ccc(CCCCCn2cc(CCN)c3cc(OCCc4ccc(O)cc4)ccc32)cc1.Cl,5.356547323513812,509.0900000000002,6.313000000000008,69.64,2,4,13,4,36
CHEMBL110035,COc1cc2ncc(C#N)c(Nc3cccc(N(C)C)c3)c2cc1OC,6.069998998990925,348.4060000000001,3.9332800000000026,70.41,1,6,5,3,26
CHEMBL110036,COc1cc2ncc(C#N)c(Nc3cccc(N)c3)c2cc1OC,6.090000275786018,320.3520000000001,3.449480000000001,93.19,2,6,4,3,24
CHEMBL110055,COc1cc2ncc(C#N)c(Nc3ccc(Br)c(C)c3)c2cc1OC,6.209996479609511,398.26000000000016,4.938200000000003,67.17,1,5,4,3,25
CHEMBL110062,N#Cc1cnc2cc3c(cc2c1Nc1cccc(Br)c1)OCO3,5.169999984192582,368.19000000000005,4.341280000000001,67.17,1,5,2,4,23
CHEMBL110065,CCOc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cc1OC,4.480000028175458,398.26000000000016,5.019880000000003,67.17,1,5,5,3,25
CHEMBL110577,COc1cc2ncc(C#N)c(Nc3cccc(O)c3)c2cc1OC,5.200000237109354,321.3360000000001,3.5728800000000014,87.4,2,6,4,3,24
CHEMBL110945,COc1cc2ncc(C#N)c(Nc3ccc(O)c(Cl)c3)c2cc1OC,5.039999923502186,355.7810000000001,4.226280000000002,87.4,2,6,4,3,25
CHEMBL111033,COc1cc2ncc(C#N)c(Nc3cccc(C#N)c3)c2cc1OC,4.849999859991125,330.3470000000001,3.7389600000000023,90.96,1,6,4,3,25
CHEMBL111038,COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1OC,7.045757490560675,384.2330000000001,4.629780000000003,67.17,1,5,4,3,24
CHEMBL111197,COc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1,7.522878745280337,427.2910000000001,5.054500000000003,69.03999999999999,1,5,4,4,29
CHEMBL111222,COCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1OCOC,5.169999984192582,444.28500000000014,4.577980000000004,85.63000000000001,1,7,8,3,28
CHEMBL111307,COc1cc2ncc(C#N)c(Nc3ccc(C)c(Br)c3)c2cc1OC,5.749999855918706,398.2600000000001,4.938200000000003,67.17,1,5,4,3,25
CHEMBL111339,Cc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,6.318758762624412,411.2920000000002,5.354320000000003,59.81,1,4,3,4,28
CHEMBL111365,COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cn1,5.886056647693163,428.2790000000001,4.449500000000002,81.92999999999999,1,6,4,4,29
CHEMBL111434,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(Br)c3)nc21,6.173925197299173,476.1610000000001,5.8084000000000024,59.81,1,4,3,4,28
CHEMBL111443,CCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1OC,4.6700000181810175,398.2600000000001,5.019880000000003,67.17,1,5,5,3,25
CHEMBL111520,COc1cc2ncc(C#N)c(Nc3cccc([N+](=O)[O-])c3)c2cc1OC,6.060001790087838,350.3340000000001,3.7754800000000026,110.31,1,7,5,3,26
CHEMBL111586,N#Cc1cnc2cc(O)c(O)cc2c1Nc1cccc(Br)c1,6.459996055149974,356.17900000000003,4.023780000000001,89.17,3,5,2,3,22
CHEMBL111664,COc1cc2ncc(C#N)c(Nc3ccc(Cl)cc3F)c2cc1OC,4.860000083248981,357.7720000000001,4.659780000000002,67.17,1,5,4,3,25
CHEMBL111688,COc1cc2ncc(C#N)c(Nc3ccc(F)c(C(F)(F)F)c3)c2cc1OC,6.799998134593398,391.32400000000007,5.025180000000002,67.17,1,5,4,3,28
CHEMBL112096,COc1cc2ncc(C#N)c(Nc3ccccc3C(C)C)c2cc1OC,6.4399976732266335,347.4180000000002,4.990680000000004,67.17,1,5,5,3,26
CHEMBL112225,COc1cc2ncc(C#N)c(Nc3cccc(Br)c3C)c2cc1OC,6.080001969035981,398.26000000000016,4.938200000000003,67.17,1,5,4,3,25
CHEMBL112925,Nc1ccc(-c2cc(=O)c3cc(N)ccc3o2)cc1,5.060480747381382,252.273,2.6244000000000005,82.25,2,4,1,3,19
CHEMBL113023,COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1C,6.6020599913279625,441.31800000000015,5.3629200000000035,69.03999999999999,1,5,4,4,30
CHEMBL113070,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(CCCC(=O)O)cc3)nc21,7.096910013008056,483.3550000000003,5.453200000000004,97.11,2,5,7,4,33
CHEMBL113185,COc1cc(Nc2nccc(-c3ccc(NCCN)nc3)n2)cc(OC)c1OC,5.292429823902063,396.4510000000002,2.6786000000000003,116.44000000000001,3,9,9,3,29
CHEMBL113535,COc1cc2ncc(C#N)c(Nc3cccc(N=[N+]=[N-])c3)c2cc1OC,5.660000322371772,346.35000000000014,4.8090800000000025,115.93,1,6,5,3,26
CHEMBL113863,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCCCCCC(=O)O)nc21,6.0,435.3110000000003,4.359200000000002,97.11,2,5,8,3,29
CHEMBL113900,CC(C)N(CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1)C(C)C,6.6020599913279625,504.43200000000013,5.6732800000000045,81.05000000000001,2,5,6,3,33
CHEMBL113901,COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/C(C)N(C)C,5.282329496997738,467.9320000000002,5.095980000000004,90.27999999999999,2,6,7,3,33
CHEMBL113902,C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCC,5.1249387366083,424.8630000000002,5.555880000000004,87.04,2,5,6,3,30
